date,ret1_fwd,pos,pos_prev,turnover,tc,strategy_ret,bh_ret,cum_strategy,cum_bh
2022-07-07,-0.0008305563153676587,1,1,0,0.0,-0.0008305563153676587,-0.0008305563153676587,0.9149031316398425,1.0537013767851593
2022-07-08,-0.011594429978107001,1,1,0,0.0,-0.011594429978107001,-0.011594429978107001,0.9043566099447998,1.041554861983704
2022-07-11,-0.009286899019016914,1,1,0,0.0,-0.009286899019016914,-0.009286899019016914,0.8959968197780739,1.0319268236661112
2022-07-12,-0.004466859031662551,1,1,0,0.0,-0.004466859031662551,-0.004466859031662551,0.8920034538325877,1.0273276316322795
2022-07-13,-0.0030031001895842735,1,1,0,0.0,-0.0030031001895842735,-0.0030031001895842735,0.8893286963837901,1.024247091727128
2022-07-14,0.01901922349251528,1,1,0,0.0,0.01901922349251528,0.01901922349251528,0.9064049110437482,1.043913907016334
2022-07-15,-0.00839879072885985,1,1,0,0.0,-0.00839879072885985,-0.00839879072885985,0.8988240853270238,1.0351830083904177
2022-07-18,0.02725355801980278,1,1,0,0.0,0.02725355801980278,0.02725355801980278,0.9236570965884964,1.0637833894045639
2022-07-19,0.005878503718333761,1,1,0,0.0,0.005878503718333761,0.005878503718333761,0.9291028089031095,1.070055260562332
2022-07-20,0.009813054238449581,0,1,1,0.0001,-0.0001,0.009813054238449581,0.9290099032675784,1.080607460851471
2022-07-21,-0.009376269923423663,1,0,1,0.0001,-0.009476269923423663,-0.009376269923423663,0.9202479356163441,1.0705227460040785
2022-07-22,0.0013142512363462089,1,1,0,0.0,0.0013142512363462089,0.0013142512363462089,0.9214581677037831,1.0719306067852925
2022-07-25,-0.011610332895749309,1,1,0,0.0,-0.011610332895749309,-0.011610332895749309,0.9108215981675392,1.0595571048329337
2022-07-26,0.025820034533563074,0,1,1,0.0001,-0.0001,0.025820034533563074,0.9107305205616787,1.0872711550673513
2022-07-27,0.012060363275690378,1,0,1,0.0001,0.011960363275690378,0.012060363275690378,0.9216885890445211,1.1004634320997646
2022-07-28,0.01410774953829197,1,1,0,0.0,0.01410774953829197,0.01410774953829197,0.9347836948565588,1.1160985232324037
